Name,Rank,Industry,Revenues,Year,Sector,Revenues_($M)
Hartford Financial Services Group Inc.,109,Insurance: Property and Casualty (Stock),"1,330,500",1998,,
Time Warner Inc.,110,Entertainment,"1,329,400",1998,,
Tosco Corporation,111,Petroleum Refining,"1,328,160",1998,,
"IBP, Inc.",112,Food,"1,325,880",1998,,
Banc One Corporation,113,Commercial Banks,"1,321,910",1998,,
"Winn-Dixie Stores, Inc.",114,Food and Drug Stores,"1,321,870",1998,,
The Goodyear Tire & Rubber Company and Subsidiaries,115,Rubber and Plastic Products,"1,315,510",1998,,
Georgia-Pacific Corporation,116,Forest and Paper Products,"1,309,400",1998,,
CVS Corporation,117,Food and Drug Stores,"1,308,650",1998,,
Digital Equipment Corporation,118,"Computers, Office Equipment","1,304,680",1998,,
Deere & Company,119,Industrial and Farm Equipment,"1,279,140",1998,,
The May Department Stores Company,120,General Merchandisers,"1,268,500",1998,,
Nationwide Insurance Enterprise,121,Insurance: Property and Casualty (Stock),"1,264,440",1998,,
Southern Company,122,Utilities: Gas and Electric,"1,261,100",1998,,
Kimberly-Clark Corporation,123,Forest and Paper Products,"1,254,660",1998,,
Pfizer Inc.,124,Pharmaceuticals,"1,250,400",1998,,
Dell Computer Corporation,125,"Computers, Office Equipment","1,232,700",1998,,
Emerson Electric Co.,126,"Electronics, Electrical Equip.","1,229,860",1998,,
Bankers Trust New York Corporation,127,Commercial Banks,"1,217,600",1998,,
"Marriott International, Inc.",128,"Hotels, Casinos, Resorts","1,203,400",1998,,
Abbott Laboratories,129,Pharmaceuticals,"1,188,350",1998,,
United HealthCare Corporation,130,Health Care,"1,179,400",1998,,
Rockwell International,131,"Electronics, Electrical Equip.","1,175,900",1998,,
Liberty Mutual Insurance Group,132,Insurance: Property and Casualty (Mutual),"1,167,000",1998,,
Bergen Brunswig Corporation,133,Wholesalers,"1,166,050",1998,,
FDX Corporation,134,"Mail, Package, and Freight Delivery","1,151,980",1998,,
"Johnson Controls, Inc.",136,Motor Vehicles and Parts,"1,138,740",1998,,
Microsoft Corporation,137,Computer Software,"1,135,800",1998,,
"Coca-Cola Enterprises, Inc.",138,Beverages,"1,127,800",1998,,
"Publix Super Markets, Inc.",139,Food and Drug Stores,"1,122,440",1998,,
Weyerhaeuser Company,140,Forest and Paper Products,"1,121,000",1998,,
"Anheuser-Busch Companies, Inc.",141,Beverages,"1,106,620",1998,,
Occidental Petroleum Corporation,142,Chemicals,"1,106,100",1998,,
Union Pacific,144,Railroads,"1,101,400",1998,,
"Cardinal Health, Inc.",145,Wholesalers,"1,096,800",1998,,
TRW Inc.,146,Motor Vehicles and Parts,"1,083,130",1998,,
CSX Corporation,147,Railroads,"1,062,100",1998,,
Texas Instruments Incorporated,148,Semiconductors,"1,056,200",1998,,
Textron Inc.,149,Aerospace,"1,054,400",1998,,
Berkshire Hathaway Inc.,150,Insurance: Property and Casualty (Stock),"1,043,000",1998,,
"Republic Industries, Inc.",151,Specialty Retailers,"1,030,560",1998,,
"Northwest Airlines, Inc.",152,Airlines,"1,022,580",1998,,
First Chicago NBD Corporation,154,Commercial Banks,"1,009,800",1998,,
Gillette Company,155,Metal Products,"1,006,210",1998,,
Bestfoods,156,Food,"981,840",1998,,
Norwest Corporation,157,Commercial Banks,"965,970",1998,,
The Coastal Corporation,158,Petroleum Refining,"965,310",1998,,
CBS Corporation,159,Entertainment,"963,200",1998,,
Wells Fargo & Company,160,Commercial Banks,"960,800",1998,,
Entergy Corporation,161,Utilities: Gas and Electric,"956,170",1998,,
Massachusetts Mutual Life Insurance,162,"Insurance: Life, Health (Mutual)","955,120",1998,,
Monsanto Company,163,Chemicals,"945,700",1998,,
H.J. Heinz Company,164,Food,"935,700",1998,,
"Waste Management, Inc.",165,Waste Management,"927,340",1998,,
Edison International,166,Utilities: Gas and Electric,"923,510",1998,,
"The Limited, Inc.",167,Specialty Retailers,"918,880",1998,,
"Nike, Inc.",168,Apparel,"918,650",1998,,
Northrop Grumman Corporation,169,Aerospace,"915,300",1998,,
"Farmland Industries, Inc.",170,Food,"914,750",1998,,
Colgate-Palmolive Company,171,"Soaps, Cosmetics","905,670",1998,,
"PacifiCare Health Systems, Inc.",172,Health Care,"898,270",1998,,
Sun Company Inc.,173,Petroleum Refining,"896,800",1998,,
"Seagate Technology, Inc.",174,Computer Peripherals,"894,000",1998,,
American General Corporation,175,"Insurance: Life, Health (stock)","892,700",1998,,
UtiliCorp United Inc.,176,Utilities: Gas and Electric,"892,630",1998,,
Halliburton Company,177,"Engineering, Construction","881,860",1998,,
"ITT Industries, Inc.",178,Motor Vehicles and Parts,"877,650",1998,,
Dana Corporation,179,Motor Vehicles and Parts,"877,030",1998,,
Tenet Healthcare Corporation,180,Health Care,"869,100",1998,,
The Principal Financial Group,181,"Insurance: Life, Health (stock)","866,600",1998,,
Whirlpool Corporation,182,"Electronics, Electrical Equip.","861,700",1998,,
Ultramar Diamond Shamrock Corporation,183,Petroleum Refining,"860,650",1998,,
"Sun Microsystems, Inc.",184,"Computers, Office Equipment","859,830",1998,,
Eli Lilly & Company,185,Pharmaceuticals,"851,760",1998,,
"US Airways Group, Inc.",186,Airlines,"851,380",1998,,
"Crown Cork & Seal Company, Inc.",187,Metal Products,"849,460",1998,,
Burlington Northern Santa Fe Corp.,188,Railroads,"841,200",1998,,
General Re Corporation,189,Insurance: Property and Casualty (Stock),"824,660",1998,,
Amerada Hess Corporation,190,Petroleum Refining,"823,370",1998,,
John Hancock Mutual Life Insurance Company,191,"Insurance: Life, Health (Mutual)","820,700",1998,,
Warner-Lambert Company,192,Pharmaceuticals,"817,980",1998,,
"Fleet Financial Group, Inc.",193,Commercial Banks,"809,500",1998,,
"Honeywell, Inc.",194,"Scientific,Photographic and Control Equipment","802,750",1998,,
Campbell Soup Company,195,Food,"796,400",1998,,
Texas Utilities Company,196,Utilities: Gas and Electric,"794,560",1998,,
Humana Inc.,197,Health Care,"788,000",1998,,
AmeriSource Health Corporation,198,Wholesalers,"781,590",1998,,
Best Buy Co. Inc.,199,Specialty Retailers,"777,070",1998,,
Arrow Electronics,200,Wholesalers,"776,390",1998,,
"Dominion Resources, Inc.",201,Utilities: Gas and Electric,"767,760",1998,,
"Circuit City Stores, Inc.",202,Specialty Retailers,"766,380",1998,,
"Tele-Communications, Inc.",203,Telecommunications,"757,000",1998,,
Eaton Corporation,204,"Electronics, Electrical Equip.","756,300",1998,,
"Washington Mutual, Inc.",205,Savings Institutions,"752,440",1998,,
"Dresser Industries, Inc.",206,Industrial and Farm Equipment,"745,790",1998,,
United Services Automobile Association,207,Insurance: Property and Casualty (Stock),"745,420",1998,,
"The TJX Companies, Inc.",208,Specialty Retailers,"738,910",1998,,
"PPG Industries, Inc.",209,Chemicals,"737,900",1998,,
"WorldCom, Inc.",210,Telecommunications,"735,140",1998,,
Lear Corporation,211,Motor Vehicles and Parts,"734,290",1998,,
"Bindley Western Industries, Inc.",212,Wholesalers,"731,180",1998,,
Fort James Corp,213,Forest and Paper Products,"725,900",1998,,
Manpower Inc.,214,Temporary Help,"725,850",1998,,
"AFLAC, Inc.",215,"Insurance: Life, Health (stock)","725,070",1998,,
"Foundation Health Systems, Inc.",216,Health Care,"723,500",1998,,
"Tenneco, Inc.",217,Motor Vehicles and Parts,"722,000",1998,,
"Continental Airlines, Inc.",218,Airlines,"721,300",1998,,
"Consolidated Edison, Inc.",219,Utilities: Gas and Electric,"712,130",1998,,
"Unisource Worldwide, Inc.",220,Wholesalers,"710,840",1998,,
Ingersoll-Rand Company,221,Industrial and Farm Equipment,"710,330",1998,,
Unicom Corporation,222,Utilities: Gas and Electric,"708,300",1998,,
"Apple Computer, Inc.",223,"Computers, Office Equipment","708,100",1998,,
Tech Data Corporation,224,Wholesalers,"705,660",1998,,
"Fortune Brands, Inc.",225,Metal Products,"700,080",1998,,
Guardian Life Insurance Co. of America,226,"Insurance: Life, Health (Mutual)","698,380",1998,,
Rite Aid Corporation,227,Food and Drug Stores,"697,020",1998,,
U.S. Bancorp,228,Commercial Banks,"690,880",1998,,
Reynolds Metals Company,229,Metals,"690,000",1998,,
Houston Industries Incorporated,230,Utilities: Gas and Electric,"687,340",1998,,
PNC Bank Corp.,234,General Merchandisers,"681,700",1998,,
"Anthem Insurance Companies,Inc.",232,"Insurance: Life, Health (stock)","683,170",1998,,
Kellogg Company,233,Food,"683,010",1998,,
"PacifiCorp, Inc.",235,Utilities: Gas and Electric,"680,040",1998,,
Schering-Plough Corporation,236,Pharmaceuticals,"677,800",1998,,
Paccar Inc.,237,Motor Vehicles and Parts,"676,370",1998,,
BankBoston Corp.,238,Commercial Banks,"672,720",1998,,
"Office Depot, Inc.",239,Specialty Retailers,"671,750",1998,,
"Pharmacia & Upjohn, Inc.",240,Pharmaceuticals,"671,000",1998,,
Chubb Corporation,241,Insurance: Property and Casualty (Stock),"666,400",1998,,
ITT Corporation,242,"Hotels, Casinos, Resorts","665,800",1998,,
Paine Webber Group Inc.,243,Securities,"665,700",1998,,
Unisys Corporation,244,Computer And Data Services,"663,600",1998,,
Woolworth Corporation,245,Specialty Retailers,"662,400",1998,,
Tyco International,246,Metal Products,"659,760",1998,,
NCR Corporation,247,"Computers, Office Equipment","658,900",1998,,
KeyCorp,248,Commercial Banks,"656,800",1998,,
"The Gap, Inc.",249,Specialty Retailers,"650,780",1998,,
Union Carbide Corporation,250,Chemicals,"650,200",1998,,
Transamerica Corporation,251,"Insurance: Life, Health (stock)","648,590",1998,,
Ralston Purina Company,252,Food,"647,060",1998,,
"Cisco Systems, Inc.",253,Network Communications,"644,020",1998,,
Lincoln National Corporation,254,"Insurance: Life, Health (stock)","643,700",1998,,
R.R. Donnelley & Sons Company,255,"Publishing, Printing","639,620",1998,,
Navistar International Corporation,256,Motor Vehicles and Parts,"637,100",1998,,
"Public Service Enterprise Group, Inc.",257,Utilities: Gas and Electric,"637,000",1998,,
"FPL Group, Inc.",258,Utilities: Gas and Electric,"636,900",1998,,
"Tyson Foods, Inc.",259,Food,"635,570",1998,,
"MedPartners, Inc.",260,Health Care,"633,120",1998,,
ARAMARK Corporation,261,Diversified Outsourcing Services,"631,040",1998,,
"Gateway 2000, Inc.",262,"Computers, Office Equipment","629,370",1998,,
"The St. Paul Companies, Inc.",263,Insurance: Property and Casualty (Stock),"621,930",1998,,
"American Electric Power Company, Inc.",264,Utilities: Gas and Electric,"616,140",1998,,
Baxter International Inc.,265,"Scientific,Photographic and Control Equipment","613,800",1998,,
"The Bear Stearns Companies, Inc.",266,Securities,"607,730",1998,,
Unocal Corporation,267,"Mining, Crude-Oil Production","606,400",1998,,
Case Corporation,268,Industrial and Farm Equipment,"602,400",1998,,
"Marsh & McLennan Companies, Inc.",269,Diversified Financials,"600,860",1998,,
Genuine Parts Company,271,Wholesalers,"600,520",1998,,
"WellPoint Health Networks, Inc.",272,Health Care,"582,640",1998,,
"Browning-Ferris Industries, Inc.",273,Waste Management,"578,300",1998,,
"SCI Systems, Inc.",274,"Electronics, Electrical Equip.","576,270",1998,,
Aon Corporation,275,Diversified Financials,"575,060",1998,,
AMP Inc.,276,"Electronics, Electrical Equip.","574,520",1998,,
Champion International Corporation,277,Forest and Paper Products,"573,550",1998,,
Consolidated Natural Gas Company,278,Utilities: Gas and Electric,"571,000",1998,,
"The Bank of New York Company, Inc.",279,Commercial Banks,"569,700",1998,,
Oracle Corporation,280,Computer Software,"568,430",1998,,
El Paso Natural Gas Company,281,Pipelines,"563,800",1998,,
"Cummins Engine Company, Inc.",282,Industrial and Farm Equipment,"562,500",1998,,
Computer Sciences Corporation,283,Computer And Data Services,"561,600",1998,,
"General Mills, Inc.",284,Food,"560,930",1998,,
Food 4 Less Holdings,285,Food and Drug Stores,"559,910",1998,,
"Conseco, Inc.",286,"Insurance: Life, Health (stock)","556,840",1998,,
"Household International, Inc.",287,Diversified Financials,"550,310",1998,,
Boise Cascade Corporation,288,Forest and Paper Products,"549,310",1998,,
"Fred Meyer, Inc.",289,Food and Drug Stores,"548,110",1998,,
"Avnet, Inc.",290,Wholesalers,"539,060",1998,,
Tandy Corporation,291,Specialty Retailers,"537,220",1998,,
"Ryder System, Inc.",292,"Automotive Retailing, Services","535,100",1998,,
Quantum Corporation,293,Computer Peripherals,"531,950",1998,,
Hilton Hotels Corporation,294,"Hotels, Casinos, Resorts","531,600",1998,,
Cendant Corporation,295,"Advertising, marketing","531,470",1998,,
"Cooper Industries, Inc.",296,"Electronics, Electrical Equip.","528,880",1998,,
Wachovia Corporation,297,Commercial Banks,"526,960",1998,,
Central & South West Corporation,298,Utilities: Gas and Electric,"526,800",1998,,
First Data Corporation,299,Computer And Data Services,"523,450",1998,,
FMC Corporation,300,Chemicals,"523,150",1998,,
VF Corporation,301,Apparel,"522,220",1998,,
"Illinois Tool Works, Inc.",302,Metal Products,"522,040",1998,,
"Staples, Inc.",303,Specialty Retailers,"518,100",1998,,
Norfolk Southern Corporation,304,Railroads,"516,450",1998,,
National City Corporation,305,Commercial Banks,"515,210",1998,,
Mellon Bank Corporation,306,Commercial Banks,"513,400",1998,,
"Ikon Office Solutions, Inc.",307,Wholesalers,"512,840",1998,,
"Avon Products, Inc.",308,"Soaps, Cosmetics","507,940",1998,,
The Mead Corporation,309,Forest and Paper Products,"507,740",1998,,
"Inland Steel Industries, Inc.",310,Metals,"504,680",1998,,
The Quaker Oats Company,311,Food,"501,570",1998,,
Columbia Energy Group,312,Utilities: Gas and Electric,"499,990",1998,,
The Black & Decker Corporation,313,Industrial and Farm Equipment,"494,050",1998,,
Comcast Corporation,314,Telecommunications,"491,260",1998,,
The Sherwin-Williams Company,315,Chemicals,"488,110",1998,,
"Nordstrom, Inc.",316,General Merchandisers,"485,160",1998,,
Stone Container Corporation,317,Forest and Paper Products,"484,910",1998,,
"Mattel, Inc.",318,"Toys, Sporting Goods","483,460",1998,,
CMS Energy Corporation,319,Utilities: Gas and Electric,"478,700",1998,,
"CHS Electronics, Inc.",320,Wholesalers,"475,640",1998,,
"Praxair, Inc.",321,Chemicals,"473,500",1998,,
"Gannett Co., Inc.",322,"Publishing, Printing","472,950",1998,,
Safeco Corporation,323,Insurance: Property and Casualty (Stock),"470,930",1998,,
"Owens-Illinois, Inc.",324,"Building Materials, Glass","468,010",1998,,
Eastman Chemical Company,325,Chemicals,"467,800",1998,,
Air Products & Chemicals,326,Chemicals,"466,200",1998,,
Bethlehem Steel Corporation,327,Metals,"463,120",1998,,
PECO Energy Company,328,Utilities: Gas and Electric,"461,790",1998,,
CompUSA Inc.,329,Specialty Retailers,"461,050",1998,,
The Progressive Corporation,330,Insurance: Property and Casualty (Stock),"460,820",1998,,
"SunTrust Banks, Inc.",331,Commercial Banks,"458,500",1998,,
Dover Corporation,332,Industrial and Farm Equipment,"454,770",1998,,
MBNA Corporation,333,Commercial Banks,"452,390",1998,,
Union Camp Corporation,334,Forest and Paper Products,"447,680",1998,,
"MicroAge, Inc.",335,Wholesalers,"444,630",1998,,
The LTV Corporation,336,Metals,"444,600",1998,,
"The Williams Companies, Inc.",337,Pipelines,"440,960",1998,,
Nash Finch Company,338,Wholesalers,"439,160",1998,,
Mutual of Omaha Insurance Companies,339,"Insurance: Life, Health (Mutual)","438,510",1998,,
CoreStates Financial Corporation,340,Commercial Banks,"437,870",1998,,
Owens Corning,341,"Building Materials, Glass","437,300",1998,,
CInergy Corp.,342,Utilities: Gas and Electric,"435,280",1998,,
Allegiance Corporation,343,Health Care,"435,080",1998,,
"Dole Food Company, Inc.",344,Food,"433,610",1998,,
Hershey Foods Corporation,345,Food,"430,220",1998,,
LG&E Energy Corporation,347,Utilities: Gas and Electric,"426,380",1998,,
"Oxford Health Plans, Inc.",348,Health Care,"424,010",1998,,
Nucor Corporation,349,Metals,"418,450",1998,,
Western Digital Corporation,350,Computer Peripherals,"417,790",1998,,
"Litton Industries, Inc.",351,"Electronics, Electrical Equip.","417,550",1998,,
Sonat Inc.,352,Pipelines,"417,460",1998,,
Foster Wheeler Corporation,353,"Engineering, Construction","417,200",1998,,
.,354,Utilities: Gas and Electric,"414,340",1998,,
"W.W. Grainger, Inc.",355,Wholesalers,"413,660",1998,,
Corning Inc.,356,"Building Materials, Glass","412,910",1998,,
The Olsten Corporation,357,Temporary Help,"411,300",1998,,
Universal Corporation,358,Tobacco,"411,270",1998,,
"Automatic Data Processing, Inc.",359,Computer And Data Services,"411,220",1998,,
"Barnett Banks, Inc.",360,Commercial Banks,"410,160",1998,,
"Pitney Bowes, Inc.",361,"Computers, Office Equipment","410,050",1998,,
Parker Hannifin Corporation,362,Industrial and Farm Equipment,"409,110",1998,,
Unum Corporation,363,"Insurance: Life, Health (stock)","407,670",1998,,
"Applied Materials, Inc.",364,Semiconductors,"407,430",1998,,
Pacific Life Insurance Company,365,"Insurance: Life, Health (Mutual)","406,540",1998,,
General Dynamics Corporation,366,Aerospace,"406,200",1998,,
Consolidated Stores Corporation,367,Specialty Retailers,"405,530",1998,,
"Merisel, Inc.",368,Wholesalers,"404,900",1998,,
"Computer Associates International, Inc.",369,Computer Software,"404,000",1998,,
"American Financial Group, Inc.",370,Insurance: Property and Casualty (Stock),"402,070",1998,,
Rohm & Haas Company,371,Chemicals,"399,900",1998,,
le,372,Utilities: Gas and Electric,"396,640",1998,,
ServiceMaster,373,Diversified Outsourcing Services,"396,150",1998,,
Premcor,374,Petroleum Refining,"392,530",1998,,
Phelps Dodge Corporation,375,Metals,"391,430",1998,,
ProSource,376,Food Services,"390,120",1998,,
InaCom Corp.,377,Wholesalers,"389,630",1998,,
Giant Food Inc.,378,Food and Drug Stores,"388,100",1998,,
"Smithfield Foods, Inc.",379,Food,"387,060",1998,,
